PID,Type,SMILES,density_MD,density_MD_std,n_repeat_vdw,vdw,FFV,O2,O2_log10
LP23,semi-ladder,CC1=CC2=C(CN3CN2CC2=C3C=C(C)C(N3C(=O)C4=CC5=C(C=C4C3=O)C3(C4=CC6=C(C=C4C4=C3C=CC=C4)C(=O)N(*)C6=O)C3=C5C=CC=C3)=C2C)C(C)=C1*,0.87753049883,0.0053375801520535,5,0.5181434437762228,0.4089073229128243,1132.0,3.0538464268522527
LP24,semi-ladder,CC1=CC2=C(CN3CN2CC2=C3C=C(C)C(N3C(=O)C4=CC5=C(C=C4C3=O)C3(CC(C)(C)C4=CC6=C(C=C34)C(=O)N(*)C6=O)CC5(C)C)=C2C)C(C)=C1*,0.84601439095,0.0061950588138313,5,0.5400567494173212,0.4060354834822487,941.0,2.973589623427257
LP32,semi-ladder,CC(C)C12C3=CC(*)=C(*)C=C3C(C(C)C)(C3=C1C=CC=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=C(C=C(O*)C(O*)=C3)C2=O)C=C1,1.0398943506,0.0048945985283384,5,0.5072227274951167,0.3143045365364764,48.0,1.6812412373755872
LP35,semi-ladder,CCC12C3=CC(*)=C(*)C=C3C(CC)(C3=C1C=CC=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N1C(=O)C2=C(C=C(O*)C(O*)=C2)C1=O)(C(F)(F)F)C(F)(F)F,1.0700163073,0.0057195154555786,5,0.4747001304944204,0.3396820550815919,126.0,2.100370545117563
LP36,semi-ladder,CC(C)C12C3=CC(*)=C(*)C=C3C(C(C)C)(C3=C1C=CC=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=CC(=CC=C1C)C(C1=CC(N2C(=O)C3=C(C=C(O*)C(O*)=C3)C2=O)=C(C)C=C1)(C(F)(F)F)C(F)(F)F,1.0375733995999998,0.0057468045491721,5,0.488552776387134,0.3410178253959776,65.0,1.8129133566428555
LP39,semi-ladder,CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(CC(C)(C)C2=CC4=C(C=C12)C(=O)N(*)C4=O)CC3(C)C,0.8467299969,0.0053836341795271,5,0.5387987756223968,0.4069177887037815,1195.0,3.0773679052841563
LP40,semi-ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C2C(=O)N(C(=O)C2=C3)C2=CC3=C(C=C2)C(C)(C)C2(CC4=C(C=CC(*)=C4)C2(C)C)C3)C2=CC3=C(C=C12)C(=O)N(*)C3=O,0.91233346308,0.0057226475644525,5,0.549601598200197,0.348154091779625,670.0,2.8260748027008264
LP41,semi-ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC=C(C=C2)C(C2=CC=C(C=C2)N2C(=O)C3=C(C=C(*)C(*)=C3)C2=O)(C(F)(F)F)C(F)(F)F)C2=CC(O*)=C(O*)C=C12,1.0995425658,0.0057475781801997,5,0.4781513578592132,0.3165278978803447,85.0,1.9294189257142926
LP43,semi-ladder,CC1=C(C)C(N2C(=O)C3=CC4=C(C=C3C2=O)C2(CC(C)(C)C3=CC5=C(C=C23)C(=O)N(*)C5=O)CC4(C)C)=C(C)C(C)=C1*,0.87620504569,0.0070746046669969,5,0.5454564174687253,0.3786888352528854,1150.0,3.060697840353612
LP44,semi-ladder,CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(C)CCC3(C)C2=C1C=C1C(=O)N(*)C(=O)C1=C2,0.8143854178100001,0.0053979845052134,5,0.5266214702841648,0.442465300063388,1380.0,3.1398790864012365
LP47,semi-ladder,CC(C)C12C3=CC(*)=C(*)C=C3C(C(C)C)(C3=C1C=CC=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=CC(=CC=C1)N1C(=O)C2=C(C=C(O*)C(O*)=C2)C1=O,1.02188784832,0.0054324298762778,5,0.5050045277506201,0.3291246126685794,65.0,1.8129133566428555
LP49,semi-ladder,*OC1=C2C3C4CCCCC4C(C4CCCCC34)C2=C(OC2=CC=C3N=C4N(C3=C2)C(=O)C2=CC=CC3=C2C4=CC=C3C2=CC=C3C4=NC5=C(C=C(*)C=C5)N4C(=O)C4=CC=CC2=C34)C2=C1C1C3=C(C=CC=C3)C2C2=C1C=CC=C2,0.98129899174,0.0043546362138615,5,0.5243144277678291,0.3311380148797025,26.0,1.414973347970818
LP5,ladder,CC12CCC(C)(C3=CC(*)=C(*)C=C13)C1=C2C=C2CN(*)CN(C*)C2=C1,0.8577382926499999,0.0090449218547952,5,0.5590046297325926,0.3766764203026368,2150.0,3.3324384599156054
LP5,ladder,CC12CCC(C)(C3=CC(*)=C(*)C=C13)C1=C2C=C2CN(*)CN(C*)C2=C1,0.8577382926499999,0.0090449218547952,5,0.5594427562230179,0.3761878830744161,2150.0,3.3324384599156054
LP5,ladder,CC12CCC(C)(C3=CC(*)=C(*)C=C13)C1=C2C=C2CN(*)CN(C*)C2=C1,0.8577382926499999,0.0090449218547952,5,0.5590046297325926,0.3766764203026368,1630.0,3.2121876044039577
LP5,ladder,CC12CCC(C)(C3=CC(*)=C(*)C=C13)C1=C2C=C2CN(*)CN(C*)C2=C1,0.8577382926499999,0.0090449218547952,5,0.5594427562230179,0.3761878830744161,1630.0,3.2121876044039577
LP50,semi-ladder,*OC1=C2C3C4=C(C=CC=C4)C(C4=C3C=CC=C4)C2=C(OC2=CC=C3N=C4N(C3=C2)C(=O)C2=CC=CC3=C2C4=CC=C3C2=CC=C3C4=NC5=C(C=C(*)C=C5)N4C(=O)C4=CC=CC2=C34)C=C1,1.1272672733,0.0060066136587,5,0.5047573288812469,0.260304656851999,20.0,1.3010299956639813
LP51,ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C2N=C4C=C(O*)C(O*)=CC4=NC2=C3)C2=C1C=C(*)C(*)=C2,0.89685176161,0.006851640793699,5,0.5355147096692785,0.3756394960445518,503.0,2.7015679850559273
LP64,semi-ladder,CC1=CC(*)=CC2=C1N1CN(C2)C2=C(C)C=C(C=C2C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,1.1584775563,0.0061271589463089,5,0.4678682096070923,0.2953807338230954,28.0,1.4471580313422192
LP65,semi-ladder,CC1=C(*)C=CC2=C1N1CN(C2)C2=C(C1)C=CC(N1C(=O)C3=CC=C(C=C3C1=O)C(C1=CC3=C(C=C1)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=C2C,1.1030032568,0.0069217527581891,5,0.4680178066380592,0.3289072855491763,47.0,1.6720978579357175
LP66,semi-ladder,CC1=CC(*)=CC2=C1N1CN(C2)C2=C(C)C=C(C=C2C1)N1C(=O)C2=CC=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2C1=O,1.1196614874000002,0.0054422113567494,5,0.5033176510075037,0.2673909933097435,2.5,0.3979400086720376
LP67,semi-ladder,CC1=C(*)C=CC2=C1N1CN(C2)C2=C(C1)C=CC(N1C(=O)C3=CC=C(OC4=CC5=C(C=C4)C(=O)N(*)C5=O)C=C3C1=O)=C2C,1.0999830382999998,0.0064938018467002,5,0.5038106010852216,0.2795619495776874,16.2,1.209515014542631
LP71,semi-ladder,CC1=CC(=C2C=CC=CC2=C1*)C1=C2C=CC=CC2=C(N2C(=O)C3=CC4=C(C=C3C2=O)C2(C3=CC5=C(C=C3C3=C2C=CC=C3)C(=O)N(*)C5=O)C2=C4C=CC=C2)C(C)=C1,0.93241651227,0.005171155820802,5,0.5171678192173784,0.373119441471165,1193.0,3.076640443670342
LP73,semi-ladder,CC1=C(*)C2=CC=CC=C2C(=C1)C1=CC(C)=C(N2C(=O)C3=CC4=C(C=C3C2=O)C2(C)C3=C(C=CC=C3)C4(C)C3=C2C=C2C(=O)N(*)C(=O)C2=C3)C2=C1C=CC=C2,0.84641932135,0.0053379664809719,5,0.5240291508464254,0.4233870823048373,783.0,2.8937617620579434
LP74,semi-ladder,CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C1C(=O)N(*)C(=O)C1=C3)C1=C2C=C2C(=O)N(C(=O)C2=C1)C1=C(C)C=C(C2=CC(C)=C(*)C3=CC=CC=C23)C2=C1C=CC=C2,0.792625379,0.0048696169577286,5,0.5369994508210664,0.4466687888012085,594.0,2.7737864449811935
LP77,semi-ladder,CC1=CC(=C2C=CC=CC2=C1*)C1=C2C=CC=CC2=C(N2C(=O)C3=CC4=C(C=C3C2=O)C2CC(C4)C3=C(C2)C=C2C(=O)N(*)C(=O)C2=C3)C(C)=C1,0.8797789135099999,0.0056511549648553,5,0.5214393502374371,0.4036232514827714,320.0,2.505149978319906
LP78,semi-ladder,CC1=CC(=C2C=CC=CC2=C1*)C1=C2C=CC=CC2=C(N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)C2CC4C(=O)C3=C2C=C2C(=O)N(*)C(=O)C2=C3)C(C)=C1,0.87332836027,0.0051763340602958,5,0.5054355587322797,0.4261654299512428,206.0,2.3138672203691533
LP82,ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C(CN)=C(*)C(*)=C4CN)C2=CC(O*)=C(O*)C=C12,0.8368844427300001,0.0081967494877301,5,0.5362893815955714,0.416544087663786,895.0,2.951823035315912
LP90,semi-ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C(O)C(=C3)N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C2=CC(O)=C(*)C=C12,1.0626918947,0.0061724946801012,5,0.4791920616179337,0.3379964241482506,45.0,1.6532125137753437
LP91,semi-ladder,CC12C3=C(C=CC=C3)C(C)(C3=C1C=C1C(=O)N(*)C(=O)C1=C3)C1=C2C=C2C(=O)N(C(=O)C2=C1)C1=C(O)C=CC(=C1)C(C1=CC=C(O)C(*)=C1)(C(F)(F)F)C(F)(F)F,1.1399814336,0.0065127840909726,5,0.4662882549468735,0.3089720606512671,8.5,0.9294189257142927
LP92,semi-ladder,CC12C3=CC=C(*)C=C3C(C)(C3=C1C=CC=C3)C1=C2C=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2N=C(*)OC2=C1)(C(F)(F)F)C(F)(F)F,1.0687187977,0.0068198376720327,5,0.4806828507181026,0.3321707622172032,311.0,2.4927603890268375
LP93,semi-ladder,FC(F)(F)C(C1=CC(*)=CC=C1)(C1=CC(=CC=C1)C1=NC2=CC3=C(C=C2O1)C1=C(C=CC=C1)C31C2=C(C=CC=C2)C2=C1C=C1OC(*)=NC1=C2)C(F)(F)F,1.0970369893,0.0069800939172341,5,0.4752495888449172,0.3222237084537618,215.0,2.3324384599156054
LP94,semi-ladder,CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=CC(*)=C4)C2=CC3=C(OC4=CC(=CC=C4O3)C3=NC4=CC5=C(C=C4O3)C3=C(C=CC=C3)C53C4=C(C=CC=C4)C4=C3C=C3OC(*)=NC3=C4)C=C12,0.93841251801,0.0057557224692684,5,0.5160852710835786,0.3704088576309612,225.0,2.3521825181113627
LP96,semi-ladder,CC1(C)CC2(CC(C)(C)C3=CC4=C(OC5=C(O4)C=CC(=C5)C4=NC5=C(O4)C=CC(=C5)C(C4=CC5=C(C=C4)N=C(*)O5)(C(F)(F)F)C(F)(F)F)C=C23)C2=CC3=C(OC4=CC(*)=CC=C4O3)C=C12,1.071805047,0.0062502094665352,5,0.4824274663176384,0.3278113488261325,47.0,1.6720978579357175
LP98,ladder,*CN1CN(*)CC2=C1C=CC1=CC3=C(C=C21)C1CC3C2=C1C=C1C=CC3=C(CN(*)CN3C*)C1=C2,1.0878271912,0.0069388978026728,5,0.5346991492359547,0.2438416442545082,999.0,2.9995654882259823
LP99,semi-ladder,CC(C)(C)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1O)C1C3=C(C=CC=C3)C2C2=C1C=CC(*)=C2O)C(C)(C)C,0.90574154989,0.0054482115181984,5,0.5306148536261606,0.3752201041065816,14.0,1.146128035678238
