PID,Type,SMILES,density_MD,density_MD_std,n_repeat_vdw,vdw,FFV,O2,O2_log10
Perm158,Vinyl and Vinylidene Polymers,CC(*)(C*)C1=CC=CC=C1,0.91762302911,0.0075917595071095,10,0.6272689275507662,0.25172466262457,0.82,-0.08618614761628333
Perm159,Polymers with High Free Volume,CC(*)=C(*)C1=CC=CC=C1,0.7767120070000001,0.0104054460604849,10,0.6072797391765796,0.3868140954658389,36.75,1.5652573434202137
Perm161,Polyolefins,CC(*)C*,0.79940248571,0.0075830202485214,10,0.733369988733218,0.237864870480016,1.41,0.14921911265537988
Perm162,Vinyl and Vinylidene Polymers,CC(=O)OC(*)C*,1.032162875,0.0081585704521894,10,0.5592897899314087,0.2495383952061265,0.488,-0.3115801779972894
Perm163,Vinyl and Vinylidene Polymers,CC(=O)OC(*)CC(C*)(C#N)C#N,1.0363246494999998,0.0074329532397603,10,0.5499377539230413,0.2591117348945531,0.16,-0.7958800173440752
Perm164,Vinyl and Vinylidene Polymers,CC(=O)OC1=CC=C(C=C1)C(*)C*,1.0385958467999998,0.008748488987625,10,0.5645515650609436,0.2377568159902433,3.1,0.4913616938342727
Perm165,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,1.1485531958,0.0082961764224765,10,0.4969873618660975,0.2579386504334274,0.92,-0.036212172654444715
Perm166,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,1.1308646625,0.0096996787648264,10,0.4668040035395299,0.3137402025087068,1.19,0.07554696139253074
Perm167,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,1.1423952909,0.0075619748308235,10,0.4958865527510382,0.2635519985115534,0.61,-0.21467016498923297
Perm169,Cellulosic Polymers,CC(=O)OC1OC(O*)C(OC(C)=O)C(O)C1*,1.0757398222,0.0093928445820832,10,0.4936715846280718,0.3096191625251074,0.735,-0.1337126609158051
